aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1628973.7999999998,38.73649,10.0,4205271.888,100.000021445,19.0,5281.544999999999,0.12559339,5.0,42.013,0.000999055,1.0,2564821.0,60.990610000000004,2.0,6153.53,0.146329,1.0,vgg13_bn.onnx
1634773.8,38.95615,10.0,4196450.048,99.99999487000001,19.0,5300.822,0.12631673,5.0,42.306,0.00100814,1.0,2550059.0,60.76701,2.0,6274.12,0.14951,1.0,vgg13_bn.onnx
1628534.2,38.74868,10.0,4202815.937999999,100.00004301,19.0,5293.589000000001,0.12595342999999998,5.0,42.389,0.00100858,1.0,2562694.0,60.97565,2.0,6251.76,0.148751,1.0,vgg13_bn.onnx
1624476.6999999997,38.72418,10.0,4194993.962,100.00002817000001,19.0,5226.286,0.12458368000000002,5.0,42.306,0.00100849,1.0,2559039.0,61.00223,2.0,6209.67,0.148026,1.0,vgg13_bn.onnx
1625278.7,38.838179999999994,10.0,4184743.6879999996,100.00002301,19.0,5106.3949999999995,0.12202379000000001,5.0,41.773,0.00099822,1.0,2548043.0,60.8889,2.0,6273.82,0.149921,1.0,vgg13_bn.onnx
1623510.5999999999,38.96487,10.0,4166602.2949999995,99.99999431999997,19.0,5283.689,0.12681032,5.0,42.416,0.001018,1.0,2531500.0,60.756919999999994,2.0,6265.59,0.150376,1.0,vgg13_bn.onnx
1627982.4000000001,38.891079999999995,10.0,4186004.763,99.99996729,19.0,5084.193,0.12145691,5.0,42.42,0.00101338,1.0,2546611.0,60.83628,2.0,6284.75,0.150137,1.0,vgg13_bn.onnx
1623785.2000000002,38.71864,10.0,4193805.416,99.999984501,19.0,5279.859,0.12589648,5.0,41.897,0.000999021,1.0,2558430.0,61.004979999999996,2.0,6268.46,0.149469,1.0,vgg13_bn.onnx
1626141.5,38.91444,10.0,4178756.613,100.00000696999999,19.0,5267.276,0.12604885,5.0,42.127,0.00100812,1.0,2541020.0,60.80809,2.0,6285.71,0.15042,1.0,vgg13_bn.onnx
1626417.2000000002,38.86046,10.0,4185274.7479999997,100.00004601999998,19.0,5269.897,0.1259151,5.0,42.561,0.00101692,1.0,2547267.0,60.86265,2.0,6278.09,0.150004,1.0,vgg13_bn.onnx
1628129.1999999997,38.941489999999995,10.0,4180960.8719999995,100.0000264,19.0,5290.094999999999,0.12652818,5.0,42.237,0.00101022,1.0,2541233.0,60.78112,2.0,6266.34,0.149878,1.0,vgg13_bn.onnx
1628259.1,38.87678,10.0,4188258.722,100.00001809999998,19.0,5121.418000000001,0.12228053,5.0,43.414,0.00103657,1.0,2548544.0,60.84972,2.0,6290.79,0.150201,1.0,vgg13_bn.onnx
1628515.3,38.7759,10.0,4199812.686,100.000003055,19.0,5287.709,0.12590337000000001,5.0,40.137,0.000955685,1.0,2559715.0,60.94832,2.0,6254.54,0.148924,1.0,vgg13_bn.onnx
1624593.6,38.799209999999995,10.0,4187191.055,100.000040445,19.0,5274.621,0.12597038,5.0,41.414,0.000989065,1.0,2551086.0,60.92591,2.0,6195.42,0.147961,1.0,vgg13_bn.onnx
1621866.5,38.85574,10.0,4174073.507,100.00006685000001,19.0,5289.330000000001,0.12671847,5.0,42.007,0.00100638,1.0,2540637.0,60.86714,2.0,6238.67,0.149462,1.0,vgg13_bn.onnx
1614718.6,38.477239999999995,10.0,4196556.536,99.99997577999999,19.0,5289.889999999999,0.12605309,5.0,42.666,0.00101669,1.0,2570264.0,61.246939999999995,2.0,6241.38,0.148726,1.0,vgg13_bn.onnx
1631846.3,38.926460000000006,10.0,4192126.3890000004,99.99998992,19.0,5220.335999999999,0.12452706000000001,5.0,42.083,0.00100386,1.0,2548779.0,60.79918,2.0,6238.67,0.148819,1.0,vgg13_bn.onnx
1625927.4,38.73237000000001,10.0,4197848.7360000005,99.99995999000002,19.0,5282.306,0.12583357,5.0,42.08,0.00100242,1.0,2560321.0,60.99125,2.0,6275.95,0.149504,1.0,vgg13_bn.onnx
1581493.0,38.05467,10.0,4155842.765,100.00003528999999,19.0,5285.9310000000005,0.12719261,5.0,42.584,0.00102468,1.0,2562810.0,61.66769,2.0,6211.25,0.149458,1.0,vgg13_bn.onnx
1625587.7,38.883210000000005,10.0,4180693.517,100.00006057000002,19.0,5185.0,0.1240225,5.0,42.897,0.00102607,1.0,2543621.0,60.84214,2.0,6256.92,0.149662,1.0,vgg13_bn.onnx
1625026.4000000001,38.835029999999996,10.0,4184438.1059999997,100.00000121000001,19.0,5231.916,0.1250329,5.0,44.41,0.00106131,1.0,2547858.0,60.88886,2.0,6277.38,0.150017,1.0,vgg13_bn.onnx
1629364.2999999998,39.49778999999999,10.0,4125204.8030000003,100.00005809999999,19.0,5271.691,0.12779231,5.0,42.522,0.00103079,1.0,2484297.0,60.222440000000006,2.0,6229.29,0.151005,1.0,vgg13_bn.onnx
1629330.9,39.00553,10.0,4177174.148,99.99995085400002,19.0,5318.795,0.12732971,5.0,41.193,0.000986144,1.0,2536244.0,60.71674,2.0,6239.26,0.149365,1.0,vgg13_bn.onnx
1631460.2999999998,39.08171,10.0,4174488.3839999996,99.9999688,19.0,5126.781999999999,0.12281246000000001,5.0,42.552,0.00101934,1.0,2531608.0,60.644690000000004,2.0,6250.75,0.149737,1.0,vgg13_bn.onnx
1629127.7999999998,38.76585,10.0,4202482.825,99.99998312599999,19.0,5069.563999999999,0.12063253000000002,5.0,40.621,0.000966596,1.0,2562004.0,60.96403,2.0,6240.84,0.148504,1.0,vgg13_bn.onnx
1613944.5,39.25376,10.0,4111563.96,99.99998576,19.0,5283.886,0.12851272,5.0,41.364,0.00100604,1.0,2486025.0,60.46423,2.0,6269.21,0.152477,1.0,vgg13_bn.onnx
1630848.5,38.808159999999994,10.0,4202335.777,99.999974941,19.0,5281.797,0.12568702,5.0,42.02,0.000999921,1.0,2559942.0,60.91708,2.0,6221.46,0.148048,1.0,vgg13_bn.onnx
1607970.3,38.57825999999999,10.0,4168068.766,100.00001309999999,19.0,5274.456,0.12654425,5.0,43.3,0.00103885,1.0,2548519.0,61.14394,2.0,6261.71,0.15023,1.0,vgg13_bn.onnx
1622010.1999999997,38.92359999999999,10.0,4167166.587,100.0000389,19.0,5023.138,0.12054093,5.0,42.629,0.00102297,1.0,2533818.0,60.80435,2.0,6272.62,0.150525,1.0,vgg13_bn.onnx
1632960.0,39.042139999999996,10.0,4182556.825,99.99997946,19.0,5281.369,0.12627149999999998,5.0,42.786,0.00102296,1.0,2538012.0,60.68086,2.0,6260.67,0.149685,1.0,vgg13_bn.onnx
1628179.5,38.738189999999996,10.0,4203043.884,100.00000473,19.0,5289.630999999999,0.12585253,5.0,42.333,0.0010072,1.0,2563318.0,60.987100000000005,2.0,6214.42,0.147855,1.0,vgg13_bn.onnx
1622993.5999999999,38.85621,10.0,4176927.046,100.00007554,19.0,5031.661,0.12046340000000001,5.0,42.485,0.00101714,1.0,2542615.0,60.872890000000005,2.0,6244.3,0.149495,1.0,vgg13_bn.onnx
1627756.5999999999,38.92087000000001,10.0,4182217.348,100.00003471800002,19.0,5092.269000000001,0.12175973000000001,5.0,41.529,0.000992988,1.0,2543092.0,60.80733,2.0,6234.95,0.149082,1.0,vgg13_bn.onnx
1647959.0999999996,39.141580000000005,10.0,4210250.659999999,100.00001264699999,19.0,5311.162,0.12614833,5.0,41.358,0.000982317,1.0,2550696.0,60.583020000000005,2.0,6243.04,0.148282,1.0,vgg13_bn.onnx
1637011.6,39.45766,10.0,4148772.354,100.00000345999997,19.0,5285.397,0.12739665,5.0,42.517,0.00102481,1.0,2500171.0,60.26299,2.0,6261.84,0.150932,1.0,vgg13_bn.onnx
1627904.9000000001,38.8822,10.0,4186757.663,99.99999462,19.0,5146.795,0.12293029000000001,5.0,42.928,0.00102533,1.0,2547393.0,60.844080000000005,2.0,6270.04,0.149759,1.0,vgg13_bn.onnx
1624157.2999999998,38.7945,10.0,4186571.282,100.00000134999999,19.0,5032.486999999999,0.12020548,5.0,43.535,0.00103987,1.0,2551070.0,60.93454,2.0,6267.96,0.149716,1.0,vgg13_bn.onnx
1625522.0000000002,38.730529999999995,10.0,4197004.094,99.99999379999998,19.0,5262.094000000001,0.12537736,5.0,42.66,0.00101644,1.0,2559915.0,60.99386,2.0,6262.34,0.14921,1.0,vgg13_bn.onnx
1631517.9000000001,39.34879,10.0,4146301.223,100.000020661,19.0,5338.908,0.12876309,5.0,41.155,0.000992571,1.0,2503189.0,60.3716,2.0,6214.26,0.149875,1.0,vgg13_bn.onnx
1619304.7,38.65418,10.0,4189212.942,100.00005652,19.0,5288.136,0.12623222,5.0,40.606,0.0009693,1.0,2558329.0,61.069469999999995,2.0,6250.5,0.149205,1.0,vgg13_bn.onnx
